5.850000000000000000e+01	3.200000000000000000e+01	1.020942408376963317e-01	1.702127659574468044e-01	7.670000000000000000e+03	1.000000000000000000e+00
7.515306122448978954e+01	5.697959183673469141e+01	1.311571749118495556e-01	3.030829353017802652e-01	4.900000000000000000e+02	1.000000000000000000e+00
1.129058395785412188e+02	1.307256313225000497e+02	1.970433500498101620e-01	6.953491027792555457e-01	4.043100000000000000e+04	1.000000000000000000e+00
3.389423791821561167e+02	1.287274123161467685e+02	5.915224767576895415e-01	6.847202782773764707e-01	1.237400000000000000e+04	1.000000000000000000e+00
6.443200922413151375e+02	4.517272930149520249e+01	1.124467874766693187e+00	2.402804750079532148e-01	5.377200000000000000e+04	1.000000000000000000e+00
9.006360713241741678e+02	1.485868167202572465e+02	1.571790700391228812e+00	7.903554080864747533e-01	6.842000000000000000e+03	1.000000000000000000e+00
1.032664546899841071e+03	1.127742448330683658e+02	1.802206888132357854e+00	5.998630044312147636e-01	6.290000000000000000e+02	1.000000000000000000e+00
1.072495950761256836e+03	7.350266092831689946e+01	1.871720681956818177e+00	3.909716006825367240e-01	2.160900000000000000e+04	1.000000000000000000e+00
2.883332272944170427e+02	1.054052807380308536e+02	5.031993495539563988e-01	5.606663869044193893e-01	1.886100000000000000e+04	1.000000000000000000e+00
9.271733505821474637e+02	6.698706338939197735e+01	1.618103578677395182e+00	3.563141669648509646e-01	7.730000000000000000e+02	1.000000000000000000e+00
8.651974802826999849e+02	1.036052442896650660e+02	1.509943246566666675e+00	5.510917249450268951e-01	1.952600000000000000e+04	1.000000000000000000e+00
8.468269230769230944e+02	4.743934911242603647e+01	1.477882937307021027e+00	2.523369633639682696e-01	6.760000000000000000e+02	1.000000000000000000e+00
9.308538283062645178e+02	1.044547563805104460e+02	1.624526750970793243e+00	5.556104062793109089e-01	4.310000000000000000e+02	1.000000000000000000e+00
5.051710606244684527e+02	1.357315028550601426e+02	8.816248876517773780e-01	7.219760790162773612e-01	8.231000000000000000e+03	1.000000000000000000e+00
4.223633125556544883e+02	1.504746215494211867e+02	7.371087479156274158e-01	8.003969231352190405e-01	1.123000000000000000e+03	1.000000000000000000e+00
4.305000000000000000e+02	1.228347578347578377e+02	7.513089005235602524e-01	6.533763714614778673e-01	7.020000000000000000e+02	1.000000000000000000e+00
5.400703873386089526e+02	1.691261974177426168e+02	9.425312169958270925e-01	8.996074330730989832e-01	2.401000000000000000e+03	1.000000000000000000e+00
7.087552742616034038e+02	1.351139240506329031e+02	1.236920199409430099e+00	7.186910853757069173e-01	4.740000000000000000e+02	1.000000000000000000e+00
7.098501628664495229e+02	1.233593919652551563e+02	1.238830999766927565e+00	6.561669785385912945e-01	9.210000000000000000e+02	1.000000000000000000e+00
8.910079760717846966e+02	1.393250249252243407e+02	1.554987741835575310e+00	7.410905581128954811e-01	1.003000000000000000e+03	1.000000000000000000e+00
7.280466414734620457e+02	2.706337679728549119e+02	1.270587506934488742e+00	1.439541319004547404e+00	8.811900000000000000e+04	1.000000000000000000e+00
7.428901328964136610e+02	1.938123975969415653e+02	1.296492378527772438e+00	1.030917008494369957e+00	1.098600000000000000e+04	1.000000000000000000e+00
6.397674984783932359e+02	1.338831405964698718e+02	1.116522684953565880e+00	7.121443648748397859e-01	1.643000000000000000e+03	1.000000000000000000e+00
2.792686253934942329e+02	1.633349947534102853e+02	4.873797999886461119e-01	8.688031635819696286e-01	3.812000000000000000e+03	1.000000000000000000e+00
6.067120879120878953e+02	1.618241758241758248e+02	1.058834359357919475e+00	8.607668926817862998e-01	4.550000000000000000e+02	1.000000000000000000e+00
7.953551236749116242e+02	1.649010600706713774e+02	1.388054317059182585e+00	8.771332982482520357e-01	5.660000000000000000e+02	1.000000000000000000e+00
8.050648379052369137e+02	1.528304239401496147e+02	1.404999717112106250e+00	8.129277869156894543e-01	4.010000000000000000e+02	1.000000000000000000e+00
7.325839999999999463e+02	1.743226666666666631e+02	1.278506108202443148e+00	9.272482269503545815e-01	2.250000000000000000e+03	1.000000000000000000e+00
9.588207739307536031e+02	1.653900203665987760e+02	1.673334683997824701e+00	8.797341508861636905e-01	9.820000000000000000e+02	1.000000000000000000e+00
1.083955764075067009e+03	1.803849622227638179e+02	1.891720356151949334e+00	9.594944799083181541e-01	8.206000000000000000e+03	1.000000000000000000e+00
2.126197411003236368e+02	1.713624595469255780e+02	3.710641205939330667e-01	9.115024443985403346e-01	6.180000000000000000e+02	1.000000000000000000e+00
6.730381974248927008e+02	1.827905579399141516e+02	1.174586731980615584e+00	9.722902018080540332e-01	2.330000000000000000e+03	1.000000000000000000e+00
9.066978723404255334e+02	1.705914893617021164e+02	1.582369759756414584e+00	9.074015391579899337e-01	4.700000000000000000e+02	1.000000000000000000e+00
1.335004460303300675e+02	1.904656556645851992e+02	2.329850716061606652e-01	1.013115189705240393e+00	1.121000000000000000e+03	1.000000000000000000e+00
5.034872798434442416e+02	1.791193737769080201e+02	8.786863522573198360e-01	9.527626264729149863e-01	5.110000000000000000e+02	1.000000000000000000e+00
9.383693693693693376e+02	1.868684684684684782e+02	1.637642878480574771e+00	9.939812152578110238e-01	5.550000000000000000e+02	1.000000000000000000e+00
8.221134930643127063e+02	2.014627994955863812e+02	1.434753041997055334e+00	1.071610635614821172e+00	7.930000000000000000e+02	1.000000000000000000e+00
9.955165816326530148e+02	2.095467687074829826e+02	1.737376233215799370e+00	1.114610471848313633e+00	2.352000000000000000e+03	1.000000000000000000e+00
4.829612983770286974e+02	1.996529338327091239e+02	8.428643950733485379e-01	1.061983690599516583e+00	8.010000000000000000e+02	1.000000000000000000e+00
6.260989898989898848e+02	2.100000000000000000e+02	1.092668394239074914e+00	1.117021276595744572e+00	4.950000000000000000e+02	1.000000000000000000e+00
9.158443443443443357e+02	2.136941941941941820e+02	1.598332189082625421e+00	1.136671245713798850e+00	1.998000000000000000e+03	1.000000000000000000e+00
3.695452250736221913e+02	2.416714345814051228e+02	6.449305847707194062e-01	1.285486354156410327e+00	2.377000000000000000e+03	1.000000000000000000e+00
5.720235849056604138e+02	2.094882075471698215e+02	9.982959596957424742e-01	1.114298976314733070e+00	4.240000000000000000e+02	1.000000000000000000e+00
4.990258519388954142e+02	2.310270270270270316e+02	8.709002651638663162e-01	1.228867165037377918e+00	8.510000000000000000e+02	1.000000000000000000e+00
1.067380560131795733e+02	2.309950576606260313e+02	1.862793298659329300e-01	1.228697115216095925e+00	3.035000000000000000e+03	1.000000000000000000e+00
3.062400091869545236e+02	2.545624712907671210e+02	5.344502778131841048e-01	1.354055698355144166e+00	4.354000000000000000e+03	1.000000000000000000e+00
1.046092013888888914e+03	2.327152777777777715e+02	1.825640512895094103e+00	1.237847222222222099e+00	5.760000000000000000e+02	1.000000000000000000e+00
3.798494208494208237e+02	2.176409266409266365e+02	6.629134744317990435e-01	1.157664503409184142e+00	5.180000000000000000e+02	1.000000000000000000e+00
4.253603818615752061e+02	2.296420047732696901e+02	7.423392353605151595e-01	1.221500025389732347e+00	8.380000000000000000e+02	1.000000000000000000e+00
1.087263812154696097e+03	2.423383977900552395e+02	1.897493563969801178e+00	1.289034030798166253e+00	7.240000000000000000e+02	1.000000000000000000e+00
1.116993730407523572e+03	2.414221525600835889e+02	1.949378238058505408e+00	1.284160385957891393e+00	9.570000000000000000e+02	1.000000000000000000e+00
9.340293103448275360e+02	2.501844827586207032e+02	1.630068604441234692e+00	1.330768525311812223e+00	1.740000000000000000e+03	1.000000000000000000e+00
2.069464720194647214e+02	2.435474452554744573e+02	3.611631274336207786e-01	1.295465134337629998e+00	8.220000000000000000e+02	1.000000000000000000e+00
5.726799336650083205e+02	2.390986733001658422e+02	9.994414200087404776e-01	1.271801453724286324e+00	1.206000000000000000e+03	1.000000000000000000e+00
2.074874551971326184e+02	2.367007168458781337e+02	3.621072516529365015e-01	1.259046366201479472e+00	5.580000000000000000e+02	1.000000000000000000e+00
7.799967860422406147e+02	2.797222222222222285e+02	1.361250935501292503e+00	1.487884160756501206e+00	2.178000000000000000e+03	1.000000000000000000e+00
1.218554083885209707e+02	2.518653421633554217e+02	2.126621437845043205e-01	1.339709266826358602e+00	9.060000000000000000e+02	1.000000000000000000e+00
3.499008645533141362e+02	2.678760806916426418e+02	6.106472330773370372e-01	1.424872769636396974e+00	1.735000000000000000e+03	1.000000000000000000e+00
6.453567134268537302e+02	2.512885771543086264e+02	1.126276986783339762e+00	1.336641367842067218e+00	4.990000000000000000e+02	1.000000000000000000e+00
7.510960219478738509e+02	2.593264746227709452e+02	1.310813301828750221e+00	1.379396141610483850e+00	1.458000000000000000e+03	1.000000000000000000e+00
7.156735700197239112e+02	2.666104536489152110e+02	1.248994013996027830e+00	1.418140710898485146e+00	1.014000000000000000e+03	1.000000000000000000e+00
8.982463976945244895e+02	2.848184438040345867e+02	1.567620240304580248e+00	1.514991722361886062e+00	6.940000000000000000e+02	1.000000000000000000e+00
9.118361702127659782e+02	2.709276595744680662e+02	1.591337120790167425e+00	1.441104572204617407e+00	1.410000000000000000e+03	1.000000000000000000e+00
2.362796435029707993e+02	3.170960991991733522e+02	4.123553987835441581e-01	1.686681378719007141e+00	7.742000000000000000e+03	1.000000000000000000e+00
4.858131868131868032e+02	2.684021978021978043e+02	8.478415127629786996e-01	1.427671264905307380e+00	2.275000000000000000e+03	1.000000000000000000e+00
8.721790697674418880e+02	2.648418604651162696e+02	1.522127521409148088e+00	1.408733300346363126e+00	4.300000000000000000e+02	1.000000000000000000e+00
4.230487804878048763e+01	2.787119799139167640e+02	7.383050270293278761e-02	1.482510531457003955e+00	2.788000000000000000e+03	1.000000000000000000e+00
4.239581712062256997e+02	2.681313229571984493e+02	7.398920963459436617e-01	1.426230441261693960e+00	1.028000000000000000e+03	1.000000000000000000e+00
1.805781710914454266e+02	2.616076696165191606e+02	3.151451502468506360e-01	1.391530157534676349e+00	6.780000000000000000e+02	1.000000000000000000e+00
1.747979297929792892e+02	3.434762038703870530e+02	3.050574690976950998e-01	1.827001084416952414e+00	1.777600000000000000e+04	1.000000000000000000e+00
5.999532879818593756e+02	2.949578231292517216e+02	1.047038897001499880e+00	1.568924591113041167e+00	2.205000000000000000e+03	1.000000000000000000e+00
1.343475655430711697e+02	2.990951310861423167e+02	2.344634651711538786e-01	1.590931548330544176e+00	1.335000000000000000e+03	1.000000000000000000e+00
4.872102065613608488e+02	2.913122721749696211e+02	8.502795926027240103e-01	1.549533362632817157e+00	8.230000000000000000e+02	1.000000000000000000e+00
5.577941176470587834e+02	2.958314479638008834e+02	9.734626835027203606e-01	1.573571531722345096e+00	8.840000000000000000e+02	1.000000000000000000e+00
6.220419235511714078e+02	2.915018495684340110e+02	1.085587999216704125e+00	1.550541753023585212e+00	8.110000000000000000e+02	1.000000000000000000e+00
9.758546273546273824e+02	3.091895986895987107e+02	1.703062176884166501e+00	1.644625524944673955e+00	2.442000000000000000e+03	1.000000000000000000e+00
2.970298836111984997e+02	3.064614658697703931e+02	5.183767602289677257e-01	1.630114180158353188e+00	3.179000000000000000e+03	1.000000000000000000e+00
4.138202614379084707e+02	3.146761734997028839e+02	7.221994091412015093e-01	1.673809433509057865e+00	3.366000000000000000e+03	1.000000000000000000e+00
1.013915384615384596e+03	2.982076923076922981e+02	1.769485837025104091e+00	1.586211129296235534e+00	7.800000000000000000e+02	1.000000000000000000e+00
8.435576102418207256e+02	2.987411095305832305e+02	1.472177330264957673e+00	1.589048454949910871e+00	7.030000000000000000e+02	1.000000000000000000e+00
3.666989795918367463e+02	2.992125850340136139e+02	6.399633151689995136e-01	1.591556303372412939e+00	5.880000000000000000e+02	1.000000000000000000e+00
3.409732824427480864e+02	3.255941475826971896e+02	5.950668105458082335e-01	1.731883763737751103e+00	7.860000000000000000e+02	1.000000000000000000e+00
8.926279312141740547e+02	3.176539864512766940e+02	1.557814888680931986e+00	1.689648864102535564e+00	1.919000000000000000e+03	1.000000000000000000e+00
9.395176848874598363e+01	3.151596998928188782e+02	1.639646919524362645e-01	1.676381382408611120e+00	9.330000000000000000e+02	1.000000000000000000e+00
7.431074147166619923e+02	3.247039751903016622e+02	1.296871578912150103e+00	1.727148804203732180e+00	3.547000000000000000e+03	1.000000000000000000e+00
9.434859484777517764e+02	3.199297423887587684e+02	1.646572335912306784e+00	1.701753948876376432e+00	8.540000000000000000e+02	1.000000000000000000e+00
4.719609250398723930e+02	3.386414141414141454e+02	8.236665358461996433e-01	1.801284117773479521e+00	3.762000000000000000e+03	1.000000000000000000e+00
6.723999999999999773e+02	3.180819047619047524e+02	1.173472949389179787e+00	1.691925025329280574e+00	5.250000000000000000e+02	1.000000000000000000e+00
8.124246575342465349e+02	3.128101761252445954e+02	1.417844079466398899e+00	1.663883915559811744e+00	5.110000000000000000e+02	1.000000000000000000e+00
4.953845307341612738e+02	3.550770319132212194e+02	8.645454288554298428e-01	1.888707616559687441e+00	6.361000000000000000e+03	1.000000000000000000e+00
1.959174174174174254e+02	3.260915915915915662e+02	3.419152136429623456e-01	1.734529742508465811e+00	6.660000000000000000e+02	1.000000000000000000e+00
5.720446549391068629e+02	3.267401894451962221e+02	9.983327311328217268e-01	1.737979731091469304e+00	7.390000000000000000e+02	1.000000000000000000e+00
6.874307116104869237e+02	3.210337078651685374e+02	1.199704557784444958e+00	1.707626105665789984e+00	5.340000000000000000e+02	1.000000000000000000e+00
